abbrev:keyword,airport:text,region:text,city:keyword,city_location:geo_point,city_boundary:geo_shape
DCA,Washington Nat'l,Charles County,Waldorf,POINT(-76.9194 38.6085),"POLYGON((-77.3235261 38.43372420004386\,-77.3051407 38.375290900035445\,-77.2616818 38.33194770002921\,-77.1652046 38.344974600031094\,-77.1386274 38.367663000034355\,-77.0851842 38.36827320003443\,-77.0414178 38.40052780003908\,-77.01155619999999 38.37447290003533\,-77.02687619999999 38.30334620002513\,-76.96208599999999 38.256964000018485\,-76.94901999999999 38.208418000011534\,-76.86888399999998 38.17132800000626\,-76.8209438 38.270549500020415\,-76.8536583 38.33558850002974\,-76.84864069999999 38.36387680003381\,-76.87140609999999 38.39003490003757\,-76.82228569999998 38.42885230004316\,-76.7743501 38.50923390005477\,-76.71178779999998 38.51013090005488\,-76.6841118 38.49509790005272\,-76.66247910000001 38.52526790005709\,-76.7404321 38.55847240006188\,-76.74762109999999 38.61739940007041\,-76.8627404 38.658543200076366\,-77.0020906 38.654794700075826\,-77.0478151 38.616182900070235\,-77.08299869999999 38.70726820008344\,-77.132752 38.674013000078624\,-77.1303635 38.634897500072945\,-77.2464297 38.59327670006692\,-77.3102283 38.49530710005274\,-77.3235261 38.43372420004386))"
DEL,Indira Gandhi Int'l,Najafgarh,Najafgarh,POINT(76.9798 28.6092),"POLYGON((76.9065341 28.62362449987753\,76.93845699999999 28.593735699880767\,76.9357707 28.510516099889816\,76.99094629999999 28.513567699889485\,76.9693142 28.548188799885715\,76.989184 28.553956299885087\,77.0298345 28.652040299874457\,76.97105320000001 28.6580925998738\,76.93526629999998 28.618441599878086\,76.9065341 28.62362449987753))"
DEN,Denver Int'l,Denver,Denver,POINT(-104.8758 39.762),"POLYGON((-105.10988449999999 39.62709560021573\,-105.0808842 39.63132230021634\,-105.06509139999999 39.61850870021455\,-105.09695119999999 39.61435570021395\,-105.0568749 39.61432920021395\,-105.0598916 39.63866830021738\,-105.02547160000002 39.62855370021596\,-105.03461799999998 39.65329310021943\,-105.0086313 39.67861760022299\,-105.0108373 39.66055940022045\,-104.97351469999998 39.66766330022144\,-104.9317121 39.6530283002194\,-104.91340079999999 39.62413610021534\,-104.8852806 39.624122400215334\,-104.8801527 39.653128000219404\,-104.84730779999998 39.657109300219965\,-104.91097749999999 39.67990320022316\,-104.88938029999998 39.682066700223466\,-104.9035511 39.698518500225774\,-104.86596200000001 39.6965590002255\,-104.8865378 39.729161900230054\,-104.87994339999999 39.754736800233616\,-104.84690809999998 39.75473740023362\,-104.85637259999999 39.76859380023553\,-104.8281227 39.77280540023612\,-104.7343594 39.76898440023559\,-104.73420629999998 39.79834060023967\,-104.7626752 39.79830900023967\,-104.7624914 39.82336510024313\,-104.619799 39.82241700024299\,-104.61913729999999 39.874236500250156\,-104.59980999999999 39.881307000251105\,-104.5997243 39.89908280025355\,-104.6929487 39.914179600255615\,-104.7055182 39.896070200253135\,-104.73057639999999 39.896229000253165\,-104.7328533 39.84522280024614\,-104.7911501 39.84180240024567\,-104.79101829999999 39.798380400239665\,-104.8661174 39.79842990023969\,-104.866214 39.812944700241694\,-104.88441829999998 39.81290830024168\,-104.9033202 39.783871100237654\,-104.96868689999998 39.798314300239674\,-105.06434249999998 39.79105340023865\,-105.0532381 39.78382090023766\,-105.05327519999999 39.66779740022147\,-105.0814565 39.66204040022067\,-105.05355549999999 39.65118450021914\,-105.10988449999999 39.62709560021573)\,(-105.0640138 39.65340570021945\,-105.0648607 39.6537798002195\,-105.06402179999999 39.6537842002195\,-105.0640138 39.65340570021945)\,(-104.9282162 39.6965753002255\,-104.9407084 39.71111470022753\,-104.927029 39.708205900227135\,-104.9282162 39.6965753002255)\,(-104.9339595 39.67119710022195\,-104.91758019999999 39.67300500022219\,-104.9130541 39.65620220021984\,-104.9206728 39.66823790022154\,-104.9339595 39.67119710022195)\,(-104.92913789999999 39.701267900226156\,-104.92933119999998 39.70211090022628\,-104.92812019999998 39.70126670022615\,-104.92913789999999 39.701267900226156)\,(-104.9027353 39.68571910022398\,-104.89879409999999 39.68571290022397\,-104.89878259999999 39.68341390022366\,-104.9027353 39.68571910022398))"
DET,Detroit City,Detroit,Detroit,POINT(-83.1024 42.3834),"POLYGON((-83.28795899999999 42.44268000051462\,-83.2640232 42.341685900508956\,-83.21535499999999 42.32894500050821\,-83.19660899999998 42.350890000509494\,-83.147736 42.35191600050955\,-83.15670829999999 42.32781870050813\,-83.140528 42.297749000506336\,-83.167074 42.28957100050584\,-83.16085899999999 42.255192000503726\,-83.13753 42.28279100050544\,-83.0982818 42.28672180050566\,-83.06340089999999 42.317904100507555\,-82.9239612 42.35199610050955\,-82.946876 42.38699000051156\,-82.921718 42.39529900051201\,-82.9104391 42.41900660051333\,-82.951354 42.435810900514255\,-82.94087809999999 42.45038930051503\,-83.28795899999999 42.44268000051462)\,(-83.12192479999999 42.417497800513246\,-83.04253399999999 42.404443000512536\,-83.04062899999998 42.384769000511426\,-83.054747 42.37959500051114\,-83.073841 42.39872100051222\,-83.10234460000001 42.38820330051162\,-83.12192479999999 42.417497800513246))"
DFW,Dallas-Ft. Worth Int'l,Dallas County,Irving,POINT(-96.9702 32.8583),"POLYGON((-97.0383833 32.548662099592924\,-96.5232785 32.545348599592984\,-96.5168819 32.982388199587724\,-97.03109510000002 32.98966919958769\,-97.0383833 32.548662099592924))"
DGO,Durango Int'l,Municipio de Durango,Colonia General Felipe Ángeles,POINT(-104.6 23.9167),"POLYGON((-105.57247379999998 24.02811710033105\,-105.57222769999998 23.96768820033489\,-105.4723375 23.926476700337467\,-105.47592109999998 23.912044500338357\,-105.43131379999998 23.90681920033868\,-105.3804711 23.859516700341562\,-105.2899363 23.875072800340615\,-105.28881439999999 23.85798850034165\,-105.2493312 23.82616570034356\,-105.2594229 23.792783800345525\,-105.2354804 23.759404200347475\,-105.2759295 23.688738100351504\,-105.26571199999998 23.61767580035542\,-105.27986219999998 23.61682190035547\,-105.26120969999998 23.595950200356597\,-105.2749854 23.559410300358543\,-105.2436491 23.55163200035895\,-105.2387742 23.57134800035791\,-105.2093277 23.581461100357373\,-105.1674185 23.531554800360002\,-105.14138159999999 23.54633260035923\,-105.1407077 23.569478000358014\,-105.00031659999999 23.50155360036156\,-104.8500941 23.547349000359183\,-104.8612471 23.49694740036179\,-104.82300699999999 23.479935500362657\,-104.83197379999999 23.404976200366395\,-104.8098195 23.397502500366755\,-104.8124767 23.483326400362486\,-104.7292111 23.485954200362354\,-104.7280863 23.509943400361127\,-104.67319509999999 23.47851760036273\,-104.64980980000001 23.514698000360873\,-104.66910809999999 23.53246430035996\,-104.59672759999998 23.573592400357786\,-104.5700689 23.554509700358807\,-104.5220642 23.635525300354452\,-104.5256823 23.60601280035606\,-104.4453598 23.609296500355875\,-104.49049369999999 23.618544600355374\,-104.5014264 23.638223700354306\,-104.486553 23.635943200354422\,-104.48861309999998 23.658329100353193\,-104.4466908 23.64471140035394\,-104.4103454 23.664348800352858\,-104.4145815 23.67783150035211\,-104.43993149999999 23.692314100351297\,-104.4733861 23.680302800351974\,-104.49980269999999 23.70626780035051\,-104.516343 23.695191400351135\,-104.54131899999999 23.706146500350517\,-104.5185181 23.722138800349608\,-104.5447155 23.738889400348658\,-104.53915079999999 23.768732600346933\,-104.4809445 23.745283300348287\,-104.47930919999999 23.755918600347677\,-104.4130682 23.758742700347508\,-104.3922586 23.83846960034282\,-104.3933438 23.960073500335373\,-104.36805619999998 23.95020150033599\,-104.32341799999999 23.962424200335228\,-104.33317429999998 24.008058800332336\,-104.2954228 24.00988400033222\,-104.30503079999998 24.035571600330567\,-104.29003899999998 24.065275200328635\,-104.2574343 24.059398700329023\,-104.24322240000001 24.03570540033056\,-104.199656 24.07744960032785\,-104.10199859999999 24.120303400325017\,-104.15352789999999 24.16723820032187\,-104.13414279999999 24.188501500320424\,-104.1579234 24.222638600318085\,-104.15767659999999 24.322208600311118\,-104.1823121 24.30906950031205\,-104.24711159999998 24.32053210031123\,-104.2630916 24.28810550031353\,-104.2983448 24.309155900312042\,-104.3071226 24.286418700313643\,-104.34896969999998 24.3406179003098\,-104.3550894 24.37807430030711\,-104.38128399999998 24.35811240030855\,-104.4168234 24.37792190030711\,-104.44379649999999 24.361218300308323\,-104.43395459999999 24.38186050030683\,-104.4690036 24.375321600307306\,-104.52662959999999 24.34163370030973\,-104.52775819999998 24.362827900308204\,-104.5644354 24.366178800307964\,-104.58420090000001 24.325130000310903\,-104.62432179999999 24.33974460030986\,-104.67346829999998 24.302877900312488\,-104.74262269999998 24.31164580031187\,-104.77474739999998 24.28950790031343\,-104.7895339 24.30256360031251\,-104.78963819999998 24.272915900314594\,-104.8154231 24.26111340031542\,-104.8096545 24.214981700318614\,-104.8492669 24.214465200318653\,-104.86380179999999 24.27144220031469\,-104.90417099999999 24.299942000312694\,-104.87353479999999 24.331520700310453\,-104.9158794 24.340483800309812\,-104.92393499999999 24.32818380031069\,-104.93676949999998 24.341460100309742\,-105.00047199999999 24.324997200310914\,-105.0935866 24.41883530030414\,-105.1434827 24.424650800303706\,-105.1250588 24.38965800030627\,-105.1651695 24.397430800305695\,-105.15837369999998 24.378072000307107\,-105.199961 24.364664200308074\,-105.13239439999998 24.32129460031118\,-105.12559549999999 24.29885520031277\,-105.14942409999999 24.301980300312554\,-105.1672004 24.33710550031005\,-105.2264585 24.328138400310696\,-105.24556480000001 24.230693800317535\,-105.30784870000001 24.20856660031906\,-105.3368413 24.221356000318178\,-105.37357539999998 24.217002800318472\,-105.39168949999998 24.19566520031994\,-105.4010658 24.20462410031932\,-105.43714389999998 24.17940450032105\,-105.41225159999999 24.184889100320675\,-105.42139319999998 24.16054100032232\,-105.47627529999998 24.13229220032422\,-105.49179429999998 24.077634200327836\,-105.57247379999998 24.02811710033105))"
DIL,Presidente Nicolau Lobato Int'l,Dili,Dili,POINT(125.5783 -8.5536),"POLYGON((125.4941864 -8.562859499797556\,125.5308914 -8.572063099798207\,125.5274734 -8.611212999800996\,125.54445650000001 -8.623009699801845\,125.6168067 -8.5916297997996\,125.6307435 -8.612464199801089\,125.63224550000001 -8.58252759979895\,125.64591409999997 -8.573807199798331\,125.67760699999997 -8.593136199799703\,125.69801329999999 -8.559169799797294\,125.79465859999999 -8.585031299799128\,125.79296349999998 -8.547771999796488\,125.8377533 -8.540670399795989\,125.86142729999999 -8.509280199793787\,125.83517270000002 -8.48539059979213\,125.69880109999998 -8.536712699795713\,125.608198 -8.519127999794478\,125.6061327 -8.54609579979637\,125.57513110000001 -8.55370949979691\,125.5341572 -8.537754999795785\,125.4941864 -8.562859499797556))"
DIR,Aba Tenna D. Yilma Int'l,ድሬዳዋ,Dire Dawa,POINT(41.8667 9.6),"POLYGON((41.74952809999999 9.637347199421844\,41.7355432 9.472492199415575\,41.7739243 9.492060199416283\,41.9143076 9.473470999415609\,41.9834546 9.509497399416924\,42.0200305 9.509177199416913\,42.0757036 9.474723999415657\,42.153534 9.557371999418722\,42.125793699999996 9.615516899420975\,42.2014658 9.654132899422523\,42.259572199999994 9.652572699422459\,42.340711500000005 9.720602299425268\,42.2519279 9.784470799428012\,42.21428689999999 9.784720999428023\,42.1867062 9.77454209942758\,42.0317414 9.619477099421132\,41.8741679 9.68487209942378\,41.809606 9.641546399422014\,41.7747553 9.654695399422545\,41.74952809999999 9.637347199421844))"
DKR,Léopold Sedar Senghor Int'l,Dakar,Dakar,POINT(-17.4467 14.6928),"POLYGON((-17.549024899999996 14.747355199877427\,-17.4699148 14.673982899868772\,-17.448295399999996 14.671980899868544\,-17.4319232 14.646923999865585\,-17.4170181 14.70166799987204\,-17.4304453 14.717856399873948\,-17.4128097 14.733668799875817\,-17.4299727 14.764010499879394\,-17.4091112 14.775293799880727\,-17.4169239 14.796643099883246\,-17.549024899999996 14.747355199877427))"
DLC,Dalian Zhoushuizi Int'l,西岗区,Dalian,POINT(121.6 38.9),"POLYGON((121.5819342 38.93173810011601\,121.60037909999997 38.92098070011447\,121.5990099 38.872470100107414\,121.6208283 38.86279880010601\,121.64499799999999 38.88138210010871\,121.6212131 38.91713160011388\,121.64533029999997 38.94437800011784\,121.6116965 38.92773530011543\,121.61136980000002 38.949323300118564\,121.5917706 38.947699200118336\,121.5819342 38.93173810011601))"
DME,Moscow Domodedovo Int'l,городской округ Балашиха,Balashikha,POINT(37.9667 55.8167),"POLYGON((37.7760741 55.87272749973473\,37.7774058 55.85644189972802\,37.84376159999999 55.81477379971101\,37.8431377 55.779239499696686\,37.8821116 55.772416499693925\,37.8909533 55.74219459968185\,37.864238 55.7347167996789\,37.8765345 55.72047089967326\,37.9235854 55.73122549967754\,37.9873281 55.70292349966635\,38.01365619999999 55.713097899670366\,38.0711754 55.69625519966375\,38.1588534 55.70588619966752\,38.08880119999999 55.74153469968163\,38.144775599999996 55.74615299968346\,38.0535886 55.77517449969503\,38.07291349999999 55.793835399702544\,38.06281189999999 55.819639899713\,38.024236 55.84693099972413\,37.9833683 55.843151699722576\,37.9708409 55.860575199729716\,37.9034349 55.879690399737584\,37.7760741 55.87272749973473)\,(37.84532709999999 55.81356219971053\,37.8722162 55.822538799714174\,37.8993112 55.81629109971164\,37.8665868 55.804210699706736\,37.84532709999999 55.81356219971053)\,(37.8689418 55.8228696997143\,37.87297529999999 55.825125899715225\,37.8760016 55.824902699715125\,37.8689418 55.8228696997143))"
DMK,Don Muang Int'l,กรุงเทพมหานคร,Bangkok,POINT(100.4942 13.7525),"POLYGON((100.3278772 13.804184399767726\,100.33941079999998 13.654954899750846\,100.37777459999998 13.620903599747018\,100.3951078 13.554120999739546\,100.42005199999998 13.545373399738567\,100.4048324 13.50814159973442\,100.45408909999999 13.219101899702688\,100.4537407 13.605990099745348\,100.4697165 13.592680399743857\,100.5210167 13.605144099745253\,100.52037329999999 13.675616599753173\,100.5466857 13.671666399752727\,100.5564531 13.706135699756613\,100.5878575 13.691439199754955\,100.57934239999999 13.66919779975245\,100.6350322 13.647462499750004\,100.65538499999998 13.672339399752804\,100.69829860000002 13.65615569975098\,100.71643519999999 13.718428299758004\,100.7883713 13.7166450997578\,100.85933400000002 13.689442299754731\,100.90991579999998 13.790548199766176\,100.9386039 13.814301899768875\,100.905233 13.84824879977274\,100.91414079999998 13.946206299783947\,100.68682919999999 13.916273599780514\,100.68977249999999 13.931045499782206\,100.574005 13.954609899784908\,100.54371179999998 13.84972629977291\,100.50939079999999 13.825560599770157\,100.50115439999999 13.80080259976734\,100.46647219999998 13.789067999766006\,100.3278772 13.804184399767726))"
DNK,Voloskoye,Дніпровська міська громада,Dnipro,POINT(35.04 48.4675),"POLYGON((34.748945899999995 48.48399789982013\,34.7716041 48.47329719982274\,34.76018249999999 48.44048489983085\,34.7834228 48.42734409983407\,34.812301 48.42216719983532\,34.8620863 48.44775509982904\,34.8802846 48.43625949983188\,34.93246909999999 48.44329889983014\,34.948086100000005 48.433885399832455\,34.9024794 48.42017389983583\,34.902877000000004 48.40375369983986\,34.9385837 48.40689809983909\,34.945916 48.38996429984325\,34.976922099999996 48.382717099845024\,34.9691994 48.36778769984868\,35.0037059 48.355854699851605\,35.0175562 48.38896579984349\,35.1554504 48.39841079984117\,35.1706404 48.41157209983795\,35.1371585 48.45122739982821\,35.164634899999996 48.47474599982239\,35.2068431 48.450788199828295\,35.1970583 48.4263498998343\,35.2421952 48.43359739983252\,35.1987186 48.48759079981925\,35.2065074 48.50786919981424\,35.1288189 48.505157999814905\,35.1146867 48.54344569980546\,35.0323102 48.52642999980965\,35.008449 48.54848259980422\,35.031463200000005 48.55558729980246\,35.0179032 48.56439759980029\,34.987637 48.54497419980508\,34.96470599999999 48.556444399802245\,34.9689041 48.547265299804515\,34.92938 48.57639009979734\,34.87020209999999 48.547504499804454\,34.9319597 48.51675549981205\,34.8847252 48.52329109981043\,34.8339719 48.491742899818206\,34.748945899999995 48.48399789982013)\,(34.9428249 48.41211009983781\,34.94522490000001 48.4263334998343\,34.95605510000001 48.408331399838744\,34.9428249 48.41211009983781)\,(34.96749439999999 48.39040309984314\,34.9680311 48.400501099840675\,34.9741578 48.391524299842864\,34.96749439999999 48.39040309984314)\,(34.9867911 48.39667229984159\,34.985824199999996 48.40028919984071\,34.98833869999999 48.396686699841595\,34.9867911 48.39667229984159)\,(35.094816 48.5161843998122\,35.1017994 48.52809899980924\,35.11682679999999 48.51287069981302\,35.111264 48.515243399812434\,35.094816 48.5161843998122))"
